Timestamp,Tweet Content,sentiment
2025-05-05T23:24:29.000Z,"I’m amazed that MAGA fans and other self-styled conservatives aren’t  furious at just how much tariff-driven red tape Trump has been wrapping around and around our capitalist order. 
#freetrade #TrumpTariffs #trumpmarketcrash",negative
2025-05-05T23:22:07.000Z,Film industry anxiously awaits details on Trump's 100% movie tariff,negative
2025-05-05T23:43:30.000Z,Trump’s 100% Film Tariff Blames “Incompetent” California Gov. Newsom For Hollywood’s “Death” https://share.newsbreak.com/cy0c8cqy,negative
2025-05-05T23:06:33.000Z,"TRUMP’s 100% MOVIE TARIFF Might BREAK Hollywood | The Fallout EXPLAINED! https://youtu.be/WHingtQtaDM?si=D_VSqTljxrLFhAhp… via 
@YouTube",neutral
2025-05-05T23:57:38.000Z,American Manufacturers Overwhelmed With Orders After Trump’s Tariff Crackdown On China | CDN,positive
2025-05-05T23:49:31.000Z,"The 145 percent tariff that President Trump imposed on Chinese imports in April was met with a retaliatory 125 percent tax on U.S. goods going into China. In practice, that means a hefty tax on Midwestern crops. China is the largest importer of U.S. soybeans, buying some $12.8",negative
2025-05-05T23:22:53.000Z,"Good luck getting ""your resources"" out of your landlocked province. 100% export tariff on you. Lol",positive
2025-05-05T23:37:27.000Z,"This is smart and fair for them to do. Wanting customers to understand taxes changing prices is what every single retailer should be doing.  

This is the only way people will comprehend and learn what this admin is doing to prices. And what  tariff actually is: taxes on YOU.",positive
2025-05-05T23:39:11.000Z,"#WATCH | Mumbai, Maharashtra: On US President Donald Trump's announcement of imposing a 100 per cent tariff on films produced outside the United States, film director Mahesh Bhatt says, ""... This was bound to happen. But now it is very important to see what effect it will have,",positive
2025-05-05T23:45:30.000Z,Word on the street that this bullshit and the movie tariff bullshit all came about after he held a screening of Escape from Alcatraz at Mar a Lago… this is brainless gay guy behavior to a T… someone confiscate the president’s poppers!!!,negative
2025-05-05T23:58:17.000Z,Trump’s movie tariff would be “devastating” for Toronto’s film industry: Chow - CTV News,neutral
2025-05-05T23:18:00.000Z,NEW TARIFF: Pres. Trump now wants to apply a 100% tariff on movies produced outside the United States. But his assertion that foreign film production constitutes a “national security threat” may not withstand legal scrutiny.,positive
2025-05-05T23:20:28.000Z,"Trump is on shaky legal ground if he imposes a 100% tariff on films produced “in foreign lands.” Experts agree that the pledge is legally dubious and also faces logistical hurdles.

“How on earth are they going to enforce this?” asks one lawyer.",negative
2025-05-05T23:58:56.000Z,"Temu's Tariff Transparency Backfires - All-In Podcast

#temu #tariffs #importcharges",neutral
2025-05-05T23:40:30.000Z,President Trump announces 100% tariff on all movies imported into the United States.,positive
2025-05-05T23:15:33.000Z,"Macro ain’t looking pretty right now.

GDP just clocked a -0.3% contraction for Q1..first one since 2022 & it wasn’t some fluke. Imports spiked ahead of Trump’s tariff hammer, blowing up the trade deficit. Consumers still spent, sure, but that energy felt desperate. Like people",positive
2025-05-05T23:35:50.000Z,Experiment proves once and for all if Americans will pay more for 'Made in USA' goods amid Trump's tariff https://msn.com/en-us/money/companies/experiment-proves-once-and-for-all-if-americans-will-pay-more-for-made-in-usa-goods-amid-trump-s-tariff/ar-AA1Ea8Oj?ocid=socialshare…,negative
2025-05-05T23:15:18.000Z,‘Lacking in logic’: The NZ screen industry reacts to Trump’s 100% tariff on non-US films,neutral
2025-05-05T23:54:09.000Z,"Will Ferrell is in a PayPal commercial. 

Idk how to tell you guys this but we’re 100% going to be in a recession regardless of any future tariff changes.",negative
2025-05-05T22:49:27.000Z,A woman who asked about #Trump’s #tariff plan was lifted out of her seat and carried away at Mike #Lawler's town hall meeting. https://youtu.be/xe-22-BajRA,neutral
2025-05-05T23:41:26.000Z,Tariff talks with U.S. seen influencing Japan's Upper House election.,neutral
2025-05-05T23:15:59.000Z,"The crypto market often fluctuates based on catalysts.  What upcoming events do you think could move $ALGO and the wider market? 
 * Fed Meeting (May 7th) - Will rates be cut? 
 * Potential positive/negative tariff news 
 * $BTC Pizza Day (May 22nd) 
 * Hope for a",positive
2025-05-05T23:41:36.000Z,"More from Ford Company sees $1.5 bn tariff hit this year, suspends 2025 forecast 
Source: AFP https://share.newsbreak.com/cy0ahb6d?s=i0",neutral
2025-05-05T23:11:53.000Z,100% tariff on foreign films…. What’s Canada gonna do now?!  hallmark must be in trouble…..,neutral
2025-05-05T23:40:11.000Z,https://youtube.com/shorts/K6jfGxWJoWg?si=U7SIpBFG996CjLTV… Tariff Trump lost US dominance on world economy. He us living in the 20th century,negative
2025-05-05T22:45:02.000Z,It wasn’t immediately clear how any such tariff on international productions could be implemented.,positive
2025-05-05T23:33:05.000Z,Wouldn’t the tariff on Hollywood decimate the animated industry,neutral
2025-05-05T23:57:03.000Z,Trump calls for 100% tariff on foreign-made films,neutral
2025-05-05T23:22:21.000Z,Might be a dumb question but how can he tariff movies? Is going to force cinema to make tickets to foreign films more expensive? Make distribution of DVDs more expensive as well?,positive
2025-05-05T23:20:02.000Z,"To call this walking pile of shite a moron would be an insult to morons. 

Trump announced a 100% tariff on foreign-produced films to revive the US film industry, calling them ""propaganda and messaging"" and citing national security
Source: India Today",negative
2025-05-05T23:39:03.000Z,"Lights, camera, inaction? Trump’s film tariff confuses Hollywood",negative
2025-05-05T23:34:09.000Z,Mattel plans to raise prices on some toys to offset tariff costs,neutral
2025-05-05T23:42:37.000Z,"U.S. President Trump says he will be implementing a 100% tariff on movies “produced in foreign lands,” deeming them a “national security threat.” At this stage it’s unclear how such a tariff would work in a practical sense,",positive
2025-05-05T23:36:29.000Z,"Congratulations MAGAs!

Your family will pay $4,000 extra this year in tariff costs to have Trump as president!

That’s an average of about $333 per month $333.33)

Hope you’re happy ",positive
2025-05-05T23:38:40.000Z,"Ford, US automakers take in Trump's auto part tariff relief https://tslainvestors.com/2025/05/05/ford-us-automakers-take-in-trumps-auto-part-tariff-relief/…",positive
2025-05-05T22:53:04.000Z,Clearly not going to be a tariff then! A US tax break is all you need.,positive
2025-05-05T23:27:14.000Z,trump should tariff foreign blockchains,neutral
2025-05-05T23:26:49.000Z,"Trump to Query Hollywood Studios on Satisfaction with 100% Foreign Film Tariff Plan

#foreignmovies #hollywood #taxplan #taxationpolicy #trump",positive
2025-05-05T22:49:48.000Z,"China sees US tariff talks as tensions between nations in commerce wars

https://shahanews.com/index.php/2025/05/02/china-sees-us-tariff-talks-as-tensions-between-nations-in-commerce-wars/?feed_id=109199&_unique_id=6819408befe79…",negative
2025-05-05T23:07:53.000Z,300% Tariff on German Shepherds: It's time to support American shepherds.,positive
2025-05-05T22:25:02.000Z,Surprised he hasn’t slapped a tariff on the Conclave.,positive
2025-05-05T23:45:06.000Z,President Trump’s proposal to impose tariffs on foreign movies has been met with a mix of confusion and fear by the entertainment industry.,negative
2025-05-05T23:36:55.000Z,PHL to continue tariff talks with US,neutral
2025-05-05T23:46:46.000Z,"Trump Says US Will Impose 100 Percent Tariff on Foreign-Made Movies https://theepochtimes.com/us/trump-says-us-will-impose-100-percent-tariff-on-foreign-made-movies-5852305?utm_source=ref_share&utm_campaign=twitter&rs=SHRNCMMW… via 
@epochtimes",negative
2025-05-05T23:45:55.000Z,".
@POTUS
 .
@SecScottBessent
 Maybe China won't kneel to the tariff pressure but they sure as hell are going to bow to it. https://alphanews.org/chinas-export-economy-under-trumps-tariff-onslaught-the-worst-since-covid/… It won't be to much longer before the pressure on Xi is to great and he will have to make concessions to President Trump 
@MinnesotaMiners",negative
2025-05-05T23:02:19.000Z,"Playing now.

Warpath Ep32 (Oil, Executive Orders, Bessent, Tariff, Hollywood) by Dr. Paul Cottrell",positive
2025-05-05T23:33:23.000Z,"Philippines Announces Plans to Continue Tariff Negotiations with the US

“The negotiation is a process. Not a one-time meeting. We believe the meeting went very well and our points were well received,” Trade Secretary Ma. Cristina A. Roque said",positive
2025-05-05T23:38:28.000Z,"Trump wants to ration dolls, tariff Hollywood, reopen Alcatraz, and hang with Proud Boys—while questioning the Constitution. On this MeidasTouch Podcast, we break down his authoritarian meltdown and big wins for democracy abroad. Watch live at 8p ET/5p PT!",positive
2025-05-05T23:57:14.000Z,".
@Apple
’s stock falls as Tim Cook admits it’s ‘difficult to predict’ tariff impact https://bit.ly/43eqeFI 
@SiliconANGLE
 @Mike_Wheatley
 “appears Apple has reached the point where product growth is now too slow to ignite more Services sales.” - 
@holgermu
 @constellationr
 #Earnings",positive
2025-05-05T23:48:52.000Z,"I love that Trump thinks there are Americans who are super into reading subtitles, but will stop showing up to foreign films if there is a tariff attached to them.",positive
2025-05-05T23:28:26.000Z,I just read about zero tariff news somewhere. This is why!,neutral
2025-05-05T23:13:09.000Z,"Have We Dodged the Tariff Disaster? by 
@gerardtbaker",negative
2025-05-05T23:06:33.000Z,"1/ Grain Markets Under Pressure Again

Another week, another round of headwinds for grain and sugar.

Weather, geopolitics, and tariff chatter set the tone. 

Futures leaned lower early as traders digested shifting forecasts and fresh headlines. ",negative
2025-05-05T23:44:11.000Z,Morning Report: S&P 500 snaps 9-session win streak after latest Trump tariff,positive
2025-05-05T23:34:54.000Z,"We need a tariff on Scandinavian Black Metal, at least until we manage to rebuild our Black Metal supply chain.  #OnShoreBlackMetal. #SchunkkaSchunkka",neutral
2025-05-05T23:30:47.000Z,"2019 me: “im going to fix my hoarding habit”

> pandemic happens.  Multiple instances of hoarding suddenly yield positive effects

2024 me: “im going to fix my hoarding habit”

> tariff bigot ends up in office.  Hoarding ends up working out.",positive
2025-05-05T23:25:13.000Z,"In the Business News Headlines:  More tariff talk this time 
@Audi
 and movies.  But will a 100% tariff on movies made outside the USA work?  That story and more... https://ow.ly/xeg850VNioZ",neutral
2025-05-05T23:00:05.000Z,Trump has threatened a 100% tariff on movies made outside the US. Here’s what we know | Click on the image to read the full story,negative
2025-05-05T23:30:13.000Z,"""On Monday, an array of state and federal lawmakers and the unions and moviemakers sought to express appreciation for Mr. Trump's attention to the issue while pushing for tax credits rather than a tariff.""

Did not see this coming.",positive
2025-05-05T23:31:05.000Z,"US President, Donald Trump, says he will talk with Hollywood executives about his plans to hit films made in foreign countries with a 100 percent tariff.",neutral
2025-05-05T23:35:02.000Z,Rivian to build $120 million supplier park in Illinois http://reut.rs/42WD8XK,neutral
2025-05-05T23:40:01.000Z,"President Donald Trump is eyeing Hollywood for his next round of tariffs, threatening to levy all films produced outside the U.S. at a steep rate of 100%",negative
2025-05-05T23:36:02.000Z,"Watch ""Hollywood shaken by Trump’s tariff plan for the movie industry"" -",negative
2025-05-05T23:47:02.000Z,"Trump’s threatens 100% tariff on foreign-produced movies taking direct aim at Toronto’s film industry.

In 2023, Canada’s film and TV industry had $12.2 billion worth of production, and contributed roughly $14 billion to Canada’s Gross Domestic Product.",negative
2025-05-05T23:15:08.000Z,"Mattel to hike prices on Barbie, Hot Wheels, other toys to offset Trump tariff costs https://trib.al/lyljRmx",neutral
2025-05-05T23:53:37.000Z,"Ford profits plunge, guidance withdrawn due to tariff uncertainty #ford",positive
2025-05-05T23:27:39.000Z,President Donald Trump wants to charge a tariff on Hollywood movies that are filmed overseas. But that's not how tariffs work.,neutral
2025-05-05T23:30:01.000Z,"It's early May, but many retailers have urged Americans to shop like it's Black Friday to stock up on products before President Donald Trump's tariffs inflate prices on imported goods.",positive
2025-05-05T23:45:48.000Z,"Trump’s Tariff on Foreign-Made Films Is on Shaky Legal Ground: ‘How on Earth Are They Going to Enforce This?’ https://variety.com/2025/biz/news/trump-tariff-foreign-films-legal-hurdles-1236387281/… *How's he going to define a foreign film? Language, location, registered address of production companies, sources of finance, actors ethnicity? ",negative
2025-05-05T23:52:05.000Z,"Ford reported a 65 percent drop in first-quarter profits Monday, citing a near-term drag on auto sales from new vehicle launches, as it withdrew its 2025 forecast amid tariff uncertainty.",negative
2025-05-05T23:45:01.000Z,"BUY NOW, NOT LATER:  It's early May, but many retailers have urged Americans to shop like it's Black Friday to stock up on products before President Donald Trump's tariffs inflate prices on imported goods.",positive
2025-05-05T23:30:02.000Z,The lucrative Australian film industry is at risk of being decimated after Donald Trump announced 100 per cent tariffs on all movies made overseas. Here’s what it could mean. > https://bit.ly/3GFKabL,negative
2025-05-05T23:40:00.000Z,"Trump's tariffs making Americans pay almost 100% more - meaning most of the tariff cost has been passed to consumers - for battery-powered toothbrushes, the manufacture of which is unimportant to US national security and the health of the US economy. Make Americans poorer again!",negative
2025-05-05T23:26:52.000Z,"The market’s boredom is a façade, 
@StealthQE4
. While you're fixated on tariff headlines, smart money is silently repositioning. This isn’t a time for complacency; it's a time to watch liquidity flows. The real moves are happening under the radar, where true opportunity lies.",positive
2025-05-05T23:35:47.000Z,Trump’s plan to impose a 100 percent tariff on movies produced abroad is raising questions — and panic — in Hollywood. But how would it even work?,negative
2025-05-05T23:30:59.000Z,"Trump’s film tariff threat could spell ""chaos"" for Canada’s screen industry, local producers say — though many struggle to see how the plan would be implemented.

“The worst version of this could change the shape of the industry and my livelihood.""",negative
2025-05-05T23:58:00.000Z,"Tokyo has been seeking full removal of ""reciprocal"" tariffs, an additional 25 percent levy for cars and a 25 percent duty for steel and aluminum.

Read more:",neutral
2025-05-05T23:51:41.000Z,"Israeli trading platform eToro is moving ahead with its long-delayed U.S. public listing, targeting a valuation of up to $4 billion as markets begin to stabilize after recent tariff-driven turbulence.

https://financefeeds.com/etoro-targets-4-billion-valuation-in-long-awaited-u-s-ipo/…

#etoro #tradingplatform #ipo #uslisting #valuation",neutral
2025-05-05T23:35:29.000Z,UPDATE 6-Trump tariff order on movies leaves film industry flummoxed https://ift.tt/YBREuyO,neutral
2025-05-05T23:42:51.000Z,"Ford sees $1.5-B tariff hit this year, suspends 2025 forecast",neutral
2025-05-05T23:48:00.000Z,Donald Trump Indicates There Will Be A Meeting With Hollywood Reps Over Movie Tariff Proposal: “I’m Not Looking To Hurt The Industry” / #TrumpChaos /,positive
2025-05-05T23:42:34.000Z,Wall Street slides amid latest Trump tariff tensions http://dlvr.it/TKZfz5,negative
2025-05-05T23:37:44.000Z,"Tariff shocks are a canary in the coal mine for Malaysia's creditworthiness. While the market focuses on macro trends, savvy traders should assess the underlying demand dynamics and potential capital flight.",positive
2025-05-05T23:44:55.000Z,"The losses occurred despite the introduction of the Band A tariff, which boosted the Discos’ revenue to N1.699tn, along with other policy measures designed to ensure financial solvency within the sector.",positive
2025-05-05T23:31:01.000Z,The company’s loss expanded to $40.3 million.,negative
2025-05-05T23:54:50.000Z,"#Hollywood is shaken by ⁦
@realDonaldTrump
⁩’s tariff plan for the movie industry. It will annihilate an already fragile industry.",negative
2025-05-05T23:39:25.000Z,Convicted Trump Attempts To Push Tariff Woes On “Biden’s Stock Market”,negative
2025-05-05T23:59:00.000Z,Mattel plans to raise prices on some toys to offset tariff costs:,neutral
2025-05-05T23:50:30.000Z,"In 2024, the US imposed tariffs on Indian auto parts and steel, which likely influenced trade dynamics. For auto parts, the standard Most Favored Nation rate was around 2.5%, though this varied by specific product. Steel faced a 25% tariff under Section 232, a measure in place",positive
2025-05-05T23:57:41.000Z,Trump has threatened a 100% tariff on movies made outside the US. Here’s what we know,negative
2025-05-05T23:15:08.000Z,Barbie dolls and Hot Wheels cars could soon be a little more expensive.,neutral
2025-05-05T23:27:13.000Z,"Hollywood is shaken by Trump’s tariff plan for the movie industry

Source: CNN

Shared via the Google app FUCK THE MOVIE INDUSTRY OUR DEMOCRACY IS BEING DESTROYED!",negative
2025-05-05T23:44:28.000Z,"Before the zero-tariff deal on May 5, 2025, the US imposed a 25% tariff on Indian auto parts and steel. India applied tariffs over 100% on US auto parts, with effective rates around 110% for cars, and steel tariffs ranged from 12% to 30%, depending on the product. Exact rates",positive
2025-05-05T23:22:28.000Z,"Trump just slapped a 100 percent tariff on foreign films, blaming overseas subsidies for Hollywood’s “fast death.” As if Korean cinema and French art houses killed the Marvel empire. (1/10)",negative
