date,num_tweets,avg_length,avg_num_words,avg_hashtags,avg_mentions,avg_uppercase_ratio,prop_negative,prop_neutral,prop_positive,vader_avg_compound,vader_std_compound,vader_max_compound,vader_min_compound,avg_sentiment_score,day_of_week,is_weekend
2025-03-01,57,186.80701754385964,27.80701754385965,0.5263157894736842,0.15789473684210525,0.06164456981307338,0.6140350877192983,0.15789473684210525,0.22807017543859648,-0.20010000000000003,0.48414467251904303,0.9309,-0.8519,0.6140350877192983,5,1
2025-03-02,150,183.98666666666668,27.406666666666666,0.38666666666666666,0.15333333333333332,0.07254868745859168,0.5466666666666666,0.17333333333333334,0.28,-0.19027266666666665,0.4450280182562774,0.8122,-0.93,0.7333333333333333,6,1
2025-03-03,205,163.81951219512194,25.6,0.16585365853658537,0.11219512195121951,0.06735809805489384,0.47804878048780486,0.23414634146341465,0.28780487804878047,-0.11793756097560976,0.4298471699495413,0.8625,-0.9201,0.8097560975609757,0,0
2025-03-04,215,178.24651162790698,27.26511627906977,0.34418604651162793,0.16279069767441862,0.06633742678272321,0.4604651162790698,0.16744186046511628,0.37209302325581395,-0.031871162790697675,0.5346634059566844,0.9081,-0.9622,0.9116279069767442,1,0
2025-03-05,216,172.27314814814815,26.62962962962963,0.4351851851851852,0.2361111111111111,0.06175812862447367,0.39351851851851855,0.32407407407407407,0.2824074074074074,-0.10724027777777777,0.4734921479154611,0.8834,-0.959,0.8888888888888888,2,0
2025-03-06,196,171.96938775510205,26.683673469387756,0.45918367346938777,0.15306122448979592,0.0513062400751861,0.5459183673469388,0.15816326530612246,0.29591836734693877,-0.1621270408163265,0.48114636488757934,0.9167,-0.9713,0.75,3,0
2025-03-07,207,198.79227053140096,31.42512077294686,0.2560386473429952,0.2028985507246377,0.050286094406454325,0.5072463768115942,0.1932367149758454,0.2995169082125604,-0.13268260869565213,0.5243905581368381,0.8519,-0.9666,0.7922705314009661,4,0
2025-03-08,84,178.61904761904762,30.273809523809526,0.4166666666666667,0.11904761904761904,0.07489803707803153,0.5833333333333334,0.08333333333333333,0.3333333333333333,-0.18223928571428571,0.5531453718634383,0.8573,-0.9664,0.75,5,1
2025-03-09,177,190.70621468926555,30.141242937853107,0.4632768361581921,0.1638418079096045,0.061725365899177057,0.536723163841808,0.11299435028248588,0.3502824858757062,-0.09365762711864407,0.5174883282181973,0.9199,-0.9518,0.8135593220338984,6,1
2025-03-10,202,184.63366336633663,29.89108910891089,0.3217821782178218,0.20297029702970298,0.06487905728093214,0.5693069306930693,0.19801980198019803,0.23267326732673269,-0.2054742574257426,0.48100865729085307,0.9118,-0.979,0.6633663366336634,0,0
