date,num_tweets,avg_length,avg_num_words,avg_hashtags,avg_mentions,avg_uppercase_ratio,prop_negative,prop_neutral,prop_positive,vader_avg_compound,vader_std_compound,vader_max_compound,vader_min_compound,avg_sentiment_score,day_of_week,is_weekend
2025-03-24,206,172.06796116504853,25.883495145631063,0.4029126213592233,0.1213592233009708,0.0625863950280442,0.441747572815534,0.1990291262135922,0.3592233009708738,-0.0034082524271844,0.4328446004924489,0.9508,-0.9321,0.9174757281553398,0,0
2025-03-25,207,192.54589371980677,29.23671497584541,0.7391304347826086,0.1159420289855072,0.055709365231242,0.4541062801932367,0.1884057971014492,0.357487922705314,-0.0624657004830917,0.4923347488099873,0.8588,-0.9468,0.9033816425120772,1,0
2025-03-26,30,172.33333333333334,31.0,0.2666666666666666,0.0333333333333333,0.0996975419378198,0.4,0.2333333333333333,0.3666666666666666,0.02787,0.4596838239860989,0.743,-0.7964,0.9666666666666668,2,0
2025-03-27,195,181.33846153846153,28.25128205128205,0.2205128205128205,0.2461538461538461,0.0750792762456987,0.4,0.2153846153846154,0.3846153846153846,-0.0289435897435897,0.4756743268824675,0.9153,-0.9483,0.9846153846153848,3,0
2025-03-28,27,219.11111111111111,34.25925925925926,1.7777777777777777,0.037037037037037,0.0877664964347919,0.4814814814814814,0.2222222222222222,0.2962962962962963,-0.0757037037037037,0.5429904911205107,0.9661,-0.9383,0.8148148148148148,4,0
2025-03-29,194,181.41752577319588,28.84020618556701,0.3195876288659793,0.0876288659793814,0.0560128359448315,0.4948453608247423,0.2061855670103092,0.2989690721649484,-0.1102432989690721,0.5163131148049896,0.9647,-0.9501,0.8041237113402062,5,1
2025-03-30,192,174.203125,27.744791666666668,0.359375,0.046875,0.0617812284038698,0.4375,0.1979166666666666,0.3645833333333333,-0.0479380208333333,0.4718557617066345,0.906,-0.875,0.9270833333333334,6,1
2025-03-31,207,169.31400966183574,26.72463768115942,0.2608695652173913,0.1159420289855072,0.0754537729328396,0.4879227053140096,0.2608695652173913,0.251207729468599,-0.1127386473429951,0.4556954699299372,0.9075,-0.9469,0.7632850241545893,0,0
2025-04-01,209,167.86124401913875,25.25358851674641,0.277511961722488,0.1435406698564593,0.0790137927742821,0.416267942583732,0.2248803827751196,0.3588516746411483,-0.0077133971291866,0.4422275292291465,0.8519,-0.9325,0.9425837320574164,1,0
2025-04-02,29,177.9655172413793,28.58620689655172,0.3448275862068966,0.0,0.0898583712226747,0.3448275862068966,0.1034482758620689,0.5517241379310345,0.1197999999999999,0.5479815638191803,0.8663,-0.7506,1.206896551724138,2,0
2025-04-03,143,179.63636363636363,27.6993006993007,0.3846153846153846,0.1468531468531468,0.049925061198624,0.4405594405594406,0.2237762237762237,0.3356643356643357,-0.097134965034965,0.4967617567750046,0.9201,-0.9286,0.8951048951048951,3,0
2025-04-04,142,175.09859154929578,27.612676056338028,0.2394366197183098,0.1971830985915492,0.0618015737974307,0.4225352112676056,0.2676056338028169,0.3098591549295774,-0.0801021126760563,0.4655247644406919,0.9189,-0.9231,0.8873239436619719,4,0
2025-04-05,140,185.37857142857143,30.09285714285714,0.25,0.1285714285714285,0.0518732623628383,0.4642857142857143,0.1785714285714285,0.3571428571428571,-0.06023,0.5217337618270605,0.8934,-0.9759,0.8928571428571429,5,1
2025-04-06,138,180.1231884057971,27.920289855072465,0.108695652173913,0.1159420289855072,0.0605082134018039,0.427536231884058,0.1884057971014492,0.3840579710144927,-0.0378528985507246,0.4660260399967375,0.9606,-0.9149,0.9565217391304348,6,1
2025-04-07,138,169.16666666666666,25.768115942028984,0.5797101449275363,0.0869565217391304,0.0658265695730054,0.5,0.2101449275362318,0.2898550724637681,-0.1111572463768116,0.4696492878310851,0.8718,-0.9136,0.7898550724637681,0,0
2025-04-08,92,158.15217391304347,25.82608695652174,0.6521739130434783,0.1630434782608695,0.0907852186186769,0.4239130434782608,0.2065217391304347,0.3695652173913043,-0.0632630434782608,0.4997112288568073,0.9087,-0.9393,0.9456521739130436,1,0
2025-04-09,148,177.6891891891892,26.425675675675677,0.4324324324324324,0.2432432432432432,0.0594713402358019,0.4324324324324324,0.2567567567567567,0.3108108108108108,-0.0814898648648648,0.4571968558494481,0.8331,-0.9287,0.8783783783783784,2,0
2025-04-10,146,165.13698630136986,24.986301369863018,0.4931506849315068,0.1780821917808219,0.0729754947798266,0.4452054794520548,0.1780821917808219,0.3767123287671233,-0.047581506849315,0.5160701918315221,0.8971,-0.9597,0.9315068493150684,3,0
2025-04-11,138,172.81884057971016,26.31159420289855,0.4710144927536231,0.1376811594202898,0.1052008322665068,0.3478260869565217,0.2028985507246377,0.4492753623188406,0.0571427536231883,0.4700540509202349,0.8957,-0.915,1.1014492753623188,4,0
2025-04-12,142,180.612676056338,28.056338028169016,0.2253521126760563,0.2957746478873239,0.0608620717154148,0.4225352112676056,0.2183098591549295,0.3591549295774648,-0.0475880281690141,0.4633020169756149,0.9396,-0.9384,0.9366197183098592,5,1
2025-04-13,138,180.64492753623188,28.77536231884058,0.217391304347826,0.108695652173913,0.0588077240661132,0.4130434782608695,0.217391304347826,0.3695652173913043,-0.0439528985507246,0.526158993787393,0.9382,-0.9468,0.9565217391304348,6,1
2025-04-14,97,189.89690721649484,28.2680412371134,0.5257731958762887,0.268041237113402,0.0588686305921261,0.4123711340206185,0.2577319587628865,0.3298969072164948,-0.0757278350515463,0.4665614115844121,0.8331,-0.8869,0.9175257731958762,0,0
2025-04-15,130,181.77692307692308,26.753846153846155,0.3307692307692307,0.1384615384615384,0.0746722680159955,0.4692307692307692,0.1461538461538461,0.3846153846153846,-0.0475215384615384,0.5018682360482719,0.8805,-0.9603,0.9153846153846154,1,0
2025-04-16,146,183.6780821917808,28.061643835616437,0.3150684931506849,0.1712328767123287,0.0560216547194623,0.3972602739726027,0.2397260273972602,0.363013698630137,-0.0189650684931506,0.4839209377705762,0.9599,-0.9336,0.9657534246575342,2,0
2025-04-17,145,163.67586206896553,25.69655172413793,0.3931034482758621,0.2551724137931034,0.0756608416004844,0.4827586206896552,0.2137931034482758,0.3034482758620689,-0.1475220689655172,0.4745558977245295,0.9337,-0.9738,0.8206896551724138,3,0
2025-04-18,136,177.64705882352942,28.5,0.0955882352941176,0.2058823529411764,0.0853435618101727,0.4779411764705882,0.1323529411764706,0.3897058823529412,-0.0816205882352941,0.5165437974500283,0.9568,-0.9402,0.9117647058823528,4,0
2025-04-19,129,175.7674418604651,26.992248062015506,0.3643410852713178,0.1317829457364341,0.0556364473186249,0.4651162790697674,0.2015503875968992,0.3333333333333333,-0.0676325581395348,0.5050062541634371,0.9596,-0.9633,0.8682170542635659,5,1
2025-04-20,93,195.08602150537635,28.580645161290324,0.7849462365591398,0.1935483870967742,0.0555178962126832,0.4408602150537634,0.2365591397849462,0.3225806451612903,-0.0994236559139784,0.5195177116279913,0.9418,-0.9153,0.8817204301075269,6,1
2025-04-21,145,188.0758620689655,28.220689655172414,0.7931034482758621,0.1172413793103448,0.0751962364119803,0.5448275862068965,0.1793103448275862,0.2758620689655172,-0.1560586206896551,0.4625272512371278,0.9062,-0.9337,0.7310344827586207,0,0
2025-04-22,143,188.37062937062936,30.377622377622377,0.4125874125874126,0.1258741258741259,0.0701976617757774,0.4335664335664335,0.1608391608391608,0.4055944055944055,-0.0687104895104895,0.4830578027572769,0.8986,-0.9729,0.972027972027972,1,0
2025-04-23,141,187.3758865248227,27.404255319148938,0.4397163120567376,0.1843971631205673,0.0578332937723399,0.5319148936170213,0.1205673758865248,0.3475177304964539,-0.0895510638297872,0.4849327086774913,0.9142,-0.8783,0.8156028368794326,2,0
2025-04-24,144,170.95833333333334,25.8125,0.2361111111111111,0.2083333333333333,0.0853083967455374,0.4930555555555556,0.1944444444444444,0.3125,-0.1085,0.474828352350409,0.9186,-0.9403,0.8194444444444444,3,0
2025-04-25,151,180.2251655629139,27.225165562913908,0.5165562913907285,0.0927152317880794,0.0561024629057754,0.4437086092715231,0.1920529801324503,0.3642384105960264,-0.0587814569536423,0.4820339097897538,0.8442,-0.9227,0.9205298013245032,4,0
2025-04-26,139,172.63309352517985,26.60431654676259,0.2733812949640288,0.1223021582733813,0.0613139114667488,0.4172661870503597,0.1726618705035971,0.4100719424460431,-0.0481453237410071,0.5067456673092231,0.8126,-0.9401,0.9928057553956836,5,1
2025-04-27,123,184.609756097561,28.528455284552845,0.1626016260162601,0.1951219512195122,0.0625489926722763,0.5365853658536586,0.1300813008130081,0.3333333333333333,-0.1253170731707316,0.520297711073901,0.8437,-0.9371,0.7967479674796748,6,1
2025-04-28,138,190.66666666666663,28.485507246376812,0.2391304347826087,0.2246376811594203,0.0651897368159837,0.4420289855072464,0.181159420289855,0.3768115942028985,-0.041413768115942,0.5002396637572001,0.9358,-0.936,0.9347826086956522,0,0
2025-04-29,128,182.578125,28.5859375,0.3359375,0.109375,0.0538748315857108,0.4375,0.109375,0.453125,-0.00488515625,0.5342829981024969,0.9646,-0.9179,1.015625,1,0
2025-04-30,143,186.26573426573427,28.132867132867133,0.2657342657342657,0.2587412587412587,0.0622246406822389,0.4895104895104895,0.1398601398601398,0.3706293706293706,-0.1078895104895105,0.496417288362291,0.9088,-0.9424,0.8811188811188811,2,0
2025-05-01,136,174.2058823529412,27.169117647058822,0.3088235294117647,0.25,0.0724263611129155,0.4485294117647059,0.2058823529411764,0.3455882352941176,-0.0566676470588235,0.4638318801242621,0.9087,-0.885,0.8970588235294118,3,0
2025-05-02,57,173.9298245614035,26.43859649122807,0.3684210526315789,0.2105263157894736,0.0663710575459334,0.3508771929824561,0.2105263157894736,0.4385964912280701,0.0466859649122807,0.5151413805377665,0.9038,-0.9395,1.087719298245614,4,0
2025-05-03,140,179.42142857142858,27.014285714285716,0.4285714285714285,0.1285714285714285,0.048738487774587,0.4714285714285714,0.2,0.3285714285714285,-0.0630921428571428,0.4533824297826978,0.872,-0.9169,0.8571428571428571,5,1
2025-05-04,148,143.94594594594594,24.18243243243243,0.1486486486486486,0.0878378378378378,0.068771146969972,0.3243243243243243,0.3175675675675675,0.3581081081081081,0.017781081081081,0.4325125823896386,0.8943,-0.9013,1.0337837837837838,6,1
2025-05-05,137,160.83211678832117,24.364963503649633,0.3576642335766423,0.1751824817518248,0.058098804473025,0.3576642335766423,0.3065693430656934,0.3357664233576642,0.0009335766423357,0.3997012307515695,0.893,-0.9136,0.978102189781022,0,0
2025-05-06,150,188.91333333333333,29.393333333333334,0.1866666666666666,0.1066666666666666,0.0671266487610366,0.4866666666666667,0.2133333333333333,0.3,-0.0807759999999999,0.459442419536767,0.9081,-0.9136,0.8133333333333334,1,0
2025-05-07,91,217.7032967032967,34.02197802197802,0.6593406593406593,0.2527472527472527,0.0890036378395331,0.4505494505494505,0.0879120879120879,0.4615384615384615,-0.0215791208791208,0.499114234200389,0.9153,-0.8625,1.010989010989011,2,0
2025-05-08,58,228.06896551724137,38.08620689655172,0.293103448275862,0.4137931034482758,0.0783088914519931,0.3103448275862069,0.0689655172413793,0.6206896551724138,0.2375965517241379,0.505584186671678,0.9686,-0.7964,1.3103448275862069,3,0
2025-05-09,104,216.42307692307693,35.40384615384615,0.2884615384615384,0.1634615384615384,0.0747287451614219,0.3076923076923077,0.1538461538461538,0.5384615384615384,0.1256240384615384,0.4909649214320065,0.9587,-0.875,1.2307692307692308,4,0
2025-05-10,95,210.3578947368421,33.473684210526315,0.4842105263157895,0.2,0.0649047546941114,0.4,0.231578947368421,0.3684210526315789,-0.0366442105263158,0.471197581703641,0.9153,-0.92,0.968421052631579,5,1
2025-05-11,165,185.35151515151512,29.436363636363637,0.2787878787878788,0.1393939393939394,0.0804533872135892,0.3151515151515151,0.2303030303030303,0.4545454545454545,0.0872569696969696,0.4795928163969324,0.9534,-0.9661,1.1393939393939394,6,1
2025-05-12,93,196.6021505376344,32.1505376344086,0.3548387096774194,0.2903225806451613,0.088311403946575,0.2795698924731182,0.1505376344086021,0.5698924731182796,0.1627720430107526,0.4530044208358983,0.9669,-0.7096,1.2903225806451613,0,0
2025-05-13,75,221.26666666666668,35.72,0.3466666666666667,0.2533333333333333,0.0719067053276085,0.4,0.16,0.44,-0.0069866666666666,0.5242311178811832,0.9598,-0.9265,1.04,1,0
2025-05-14,87,199.16091954022988,32.10344827586207,0.5977011494252874,0.1494252873563218,0.0613023283935027,0.4482758620689655,0.160919540229885,0.3908045977011494,-0.0486620689655172,0.5189093809496318,0.8481,-0.886,0.942528735632184,2,0
2025-05-15,96,199.55208333333337,30.916666666666668,0.65625,0.15625,0.0617647614556316,0.3125,0.2083333333333333,0.4791666666666667,0.0714208333333333,0.4212125059163734,0.8687,-0.858,1.1666666666666667,3,0
2025-05-16,75,199.02666666666667,31.706666666666667,0.4666666666666667,0.2533333333333333,0.0710752272778008,0.4,0.0933333333333333,0.5066666666666667,0.0977586666666666,0.4903421433986608,0.8741,-0.892,1.106666666666667,4,0
2025-05-01,136,174.2058823529412,27.169117647058822,0.3088235294117647,0.25,0.0724263611129155,0.4485294117647059,0.2058823529411764,0.3455882352941176,-0.0566676470588235,0.4638318801242621,0.9087,-0.885,0.8970588235294118,3,0
2025-05-02,57,173.9298245614035,26.43859649122807,0.3684210526315789,0.2105263157894736,0.0663710575459334,0.3508771929824561,0.2105263157894736,0.4385964912280701,0.0466859649122807,0.5151413805377665,0.9038,-0.9395,1.087719298245614,4,0
2025-05-03,140,179.42142857142858,27.014285714285716,0.4285714285714285,0.1285714285714285,0.048738487774587,0.4714285714285714,0.2,0.3285714285714285,-0.0630921428571428,0.4533824297826978,0.872,-0.9169,0.8571428571428571,5,1
2025-05-04,148,143.94594594594594,24.18243243243243,0.1486486486486486,0.0878378378378378,0.068771146969972,0.3243243243243243,0.3175675675675675,0.3581081081081081,0.017781081081081,0.4325125823896386,0.8943,-0.9013,1.0337837837837838,6,1
2025-05-05,137,160.83211678832117,24.364963503649633,0.3576642335766423,0.1751824817518248,0.058098804473025,0.3576642335766423,0.3065693430656934,0.3357664233576642,0.0009335766423357,0.3997012307515695,0.893,-0.9136,0.978102189781022,0,0
2025-05-06,150,188.91333333333333,29.393333333333334,0.1866666666666666,0.1066666666666666,0.0671266487610366,0.4866666666666667,0.2133333333333333,0.3,-0.0807759999999999,0.459442419536767,0.9081,-0.9136,0.8133333333333334,1,0
2025-05-07,91,217.7032967032967,34.02197802197802,0.6593406593406593,0.2527472527472527,0.0890036378395331,0.4505494505494505,0.0879120879120879,0.4615384615384615,-0.0215791208791208,0.499114234200389,0.9153,-0.8625,1.010989010989011,2,0
2025-05-08,58,228.06896551724137,38.08620689655172,0.293103448275862,0.4137931034482758,0.0783088914519931,0.3103448275862069,0.0689655172413793,0.6206896551724138,0.2375965517241379,0.505584186671678,0.9686,-0.7964,1.3103448275862069,3,0
2025-05-09,104,216.42307692307693,35.40384615384615,0.2884615384615384,0.1634615384615384,0.0747287451614219,0.3076923076923077,0.1538461538461538,0.5384615384615384,0.1256240384615384,0.4909649214320065,0.9587,-0.875,1.2307692307692308,4,0
2025-05-10,95,210.3578947368421,33.473684210526315,0.4842105263157895,0.2,0.0649047546941114,0.4,0.231578947368421,0.3684210526315789,-0.0366442105263158,0.471197581703641,0.9153,-0.92,0.968421052631579,5,1
2025-05-11,165,185.35151515151512,29.436363636363637,0.2787878787878788,0.1393939393939394,0.0804533872135892,0.3151515151515151,0.2303030303030303,0.4545454545454545,0.0872569696969696,0.4795928163969324,0.9534,-0.9661,1.1393939393939394,6,1
2025-05-12,93,196.6021505376344,32.1505376344086,0.3548387096774194,0.2903225806451613,0.088311403946575,0.2795698924731182,0.1505376344086021,0.5698924731182796,0.1627720430107526,0.4530044208358983,0.9669,-0.7096,1.2903225806451613,0,0
2025-05-13,75,221.26666666666668,35.72,0.3466666666666667,0.2533333333333333,0.0719067053276085,0.4,0.16,0.44,-0.0069866666666666,0.5242311178811832,0.9598,-0.9265,1.04,1,0
2025-05-14,87,199.16091954022988,32.10344827586207,0.5977011494252874,0.1494252873563218,0.0613023283935027,0.4482758620689655,0.160919540229885,0.3908045977011494,-0.0486620689655172,0.5189093809496318,0.8481,-0.886,0.942528735632184,2,0
2025-05-15,96,199.55208333333337,30.916666666666668,0.65625,0.15625,0.0617647614556316,0.3125,0.2083333333333333,0.4791666666666667,0.0714208333333333,0.4212125059163734,0.8687,-0.858,1.1666666666666667,3,0
2025-05-16,75,199.02666666666667,31.706666666666667,0.4666666666666667,0.2533333333333333,0.0710752272778008,0.4,0.0933333333333333,0.5066666666666667,0.0977586666666666,0.4903421433986608,0.8741,-0.892,1.106666666666667,4,0
