Timestamp,Tweet Content
2025-04-13T23:42:02.000Z,We definitely agree on the goals here.  But U.S. farmers have opposed potash tariffs and are befuddled and paralyzed by the chaotic and shifting tariff announcements from multiple officials within the Trump Administration.  This is NOT productive uncertainty.
2025-04-13T23:46:42.000Z,Check out this weeks bumper weekly. Some great stuff on New Zealand vs Australia’s exposure to the tariff shock and some estimates on where the 9 billion of defence spending will go.
2025-04-13T23:41:14.000Z,'NOBODY is getting off the hook!' Trump hammers media for latest tariff deception * WorldNetDaily * by Joe Kovacs
2025-04-13T23:37:38.000Z,"$OM is rugging

Everyone understands this is a bad news.

Bitcoin not even moving. 

A strong Bitcoin is what drives the market. 

They can tariff us, they can rug us, they can do whatever they want...

Bitcoin will RISE AGAIN!"
2025-04-13T23:55:42.000Z,"Danger : when an economy is trying to achieve success/ growth/ dominance very fast & taking short cut like TARIFF / BANN/ WAR etc .
 
ONCE you are driving such action it is very dangerous for global economy.

The Trump era would be really difficult to predict."
2025-04-13T23:45:00.000Z,"Items like smartphones, laptops, machines used to make semiconductors and flat-panel monitors would be exempt, for now."
2025-04-13T23:38:28.000Z,Trading the Trump tariff headlines
2025-04-13T23:39:17.000Z,"Stephen A. Smith calls out Trump supporters who say the tariff mishaps were “all part of the plan,” implying they were incompetently put together."
2025-04-13T23:30:59.000Z,"""Trump denies tariff exception for electronics, says 20% rate still applies""

https://investing.com/news/economy-news/trump-denies-tariff-exception-for-electronics-says-20-rate-still-applies-3982529…

20% masih ok
Kalau 145% semua kalkulator pengusaha akan kesulitan itung harga jual dan proyeksi penjualannnya"
2025-04-13T23:34:55.000Z,"BREAKING  & BE ALERT : TRUMP LATEST UPDATE EXPLAINED  

1. **Tariff Not Exempted**: Electronics face a 20% ""Fentanyl Tariff,"" not an exemption.  
   *Impact*: Apple $AAPL may see cost increases, risking profit margins. 

2. **Tariff Bucket Shift**: Products moved to a new"
2025-04-13T23:42:30.000Z,The Tariff Target
2025-04-13T23:36:18.000Z,"I saw several posts, TikTok’s about Canadians & other counties say they wouldn’t buy American products…well several or more countries don’t take our products so, we then as patriotic Americans , shouldn’t buy their products until these tariff negotiations are worked out! "
2025-04-13T23:31:47.000Z,"There are decades where nothing happens.

And then there's Trump's tariff policy."
2025-04-13T23:34:15.000Z,"Stock market today: Dow, S&P 500, Nasdaq futures rise as tech gets a temporary tariff reprieve"
2025-04-13T23:38:45.000Z,Trump: We are examining semiconductors and the entire electronics supply chain in upcoming National Security Tariff investigations.
2025-04-13T23:49:17.000Z,"Trump Plays Tariff Tug-of-War

‘If I’m Xi Jinping, I’m feeling a lot more comfortable than Donald Trump today.’

—Charlotte Lawson and James P. Sutton"
2025-04-13T23:43:38.000Z,US Tariff War: പകരത്തിന് പകരം; അമേരിക്കൻ ഉൽപ്പന്നങ്ങൾക്ക് 125 ശതമാനം അധിക തീരുവ ചുമത്തി ചൈന
2025-04-13T23:44:12.000Z,"tariff war in full effect, chop SZN is here | powered by SEI Network | 4-13-25"
2025-04-13T23:36:23.000Z,"Trump’s tariff chaos raises recession fears. China demands full rollback, Apple bleeds $640B, and U.S. debt talks risk default. Ray Dalio warns of a financial storm worse than 2008. Wall Street sees trade policies as self-destructive for tech and economy."
2025-04-13T23:38:42.000Z,"And this is why stock market futures are higher at the time of this writing.

Wall Street and Money Elites are fully expecting Donald Trump to cave completely on his stupid tariff Agenda.

And if Trump does not play ball, the US bond market will continue to sell off."
2025-04-13T23:56:52.000Z,"TREND -WATCH

Stock futures rocket higher on Trump’s tariff exemptions for tech! 
S&P 500 up 0.6%, 
Nasdaq-100 surges 1.1%. 

Big earnings week ahead! 

#StockMarket #Investing #SP500 #NASDAQ #DowJones"
2025-04-13T23:53:46.000Z,Does the reciprocal tariff on Georgia apply to the Masters purse?
2025-04-13T23:42:55.000Z,"Trump’s tariff debacle, where he thrust out his chest, flung economic incoherence at the world, then flip flopped only two days later, was the strongest evidence yet- in a roiling sea of evidence- that he is mentally incapacitated.
Trump, dementia and the duty to warn | Opinion"
2025-04-13T23:49:37.000Z,"Ok, help me out.

Dems say tax the rich.

Trump say’s tariff the products that come from other countries because the rich move their factories to other countries to avoid paying taxes.

Your thoughts?"
2025-04-13T23:48:33.000Z,"Interesting thread on Chat GPT take on the tariff exemptions both why they were misunderpreted and why said misinterpretations were understandable,"
2025-04-13T23:45:33.000Z,call it like it is: the Trump Tariff Tax
2025-04-13T23:46:33.000Z,Comedy secretary delivering more weekend hope! We are going to keep delivering new tariff while delaying and downgrading old once to make sure that no one has a clue on what is happening. Sure...corporates will invest big for the long term. It may be different this time! 
2025-04-13T23:48:30.000Z,"Skid Mark Carney runs from the press after tariff strategy FAILS!
@wyatt_claypool"
2025-04-13T23:55:04.000Z," Market Update: Stock Futures Rise Amid Tariff Uncertainty

Stock futures are climbing, with S&P 500 futures up 0.6%, Nasdaq-100 futures gaining 0.9%, and Dow futures rising 0.3%, as traders assessed Trump’s temporary tariff exemptions for tech products like smartphones and"
2025-04-13T23:13:39.000Z,"#Bitcoin  ! #Altcoins  #memecoin !!!
Hey guys! 
Is it too late to ask what tariff means ?!!  
Also, Do you guys think this is a possible scenario for #Bitcoin ?!!
#Bitcoin  > #Altcoins  > #memecoins !!!!"
2025-04-13T23:28:10.000Z,The tariff on this 2k 
2025-04-13T23:32:20.000Z,"US Markets Rally on Temporary Tariff Relief for Tech Imports from China.

Tariffs eased, tech stocks soared—but is Wall Street celebrating too soon?

https://justtmd.com/us-markets-rally-on-temporary-tariff-relief-for-tech-imports-from-china/…"
2025-04-13T23:38:38.000Z,"What a monumental stupid miscalculation Trump’s Tariff Tax is.
Look what it is doing to America, its Allies and World Trade.
In a desperate move to keep the US on top Trump is destroying it.
His other policies are just as stupid.
China and the Brics can now take over trade."
2025-04-13T23:25:52.000Z,"Democrats & some Republicans are telling us how bad the Tariffs are for Americans but They were able to stop the #tariff increase on Canada through the Senate, so why haven’t they stopped them on every other country? #trump"
2025-04-13T23:36:54.000Z,what is this shit headline that consumers are facing tariff increases in stores at the register. there is enough goods of most goods in this country for over 30 days even with runs on some goods. if they are it is price gouging by the stores to get profits not due them better ck
2025-04-13T23:55:29.000Z,"White House Economic Advisor Kevin Hassett Clarifies Trump's Tariff Exem... https://youtu.be/whLDtWQdumw?si=IWWkwiU7l1cyavtf… via 
@YouTube"
2025-04-13T23:38:59.000Z,"Not So Fast: Lutnick Says Semiconductor Tariffs Coming ""In Month Or Two"", Exemption Is Only ""Temporary"""
2025-04-13T23:55:17.000Z," Joyce’s April 13 | Alpha Brief #5/6
 Every 4-hour candle, we brief you first.

 TOP STORY
() Bitcoin surges past $85,000 on Saturday, fueled by President Trump's tariff exemptions and rising open interest.
   Potential bullish signal, but market volatility"
2025-04-13T23:41:05.000Z,"Either Trump backs down on this whole tariff thing or the bond market breaks.

There is no alternative."
2025-04-13T23:43:19.000Z,"https://open.substack.com/pub/ldmichaels/p/it-appears-that-trump-is-using-his?r=3ncfu…
It Appears That Trump is Using His Favorite Weapon to Impose His Tariff Policy: The Boomerang!
L.D.MICHAELS
APR 13"
2025-04-13T23:30:14.000Z,Trump have to chill out with China and this tariff stuff.
2025-04-13T23:55:12.000Z,"I will say, the grift is impeccable. Make up numbers on ""tariffs"" other countries are charging America. Tariff them back in 'Revenge'. Get them to call you and offer up the same deal you had before. Call it a win. 

FYI, Trump could have just called any country to discuss trade."
2025-04-13T23:30:12.000Z,"Exemptions announced Friday on electronics like smartphones and laptops are only a temporary reprieve until the administration develops a new tariff approach specific to the semiconductors, Commerce Secretary Howard Lutnick said."
2025-04-13T23:47:04.000Z,Companies are already adding a ‘Trump surcharge’ to bills to deal with tariff price increases https://msn.com/en-ca/news/world/companies-are-already-adding-a-trump-surcharge-to-bills-to-deal-with-tariff-price-increases/ar-AA1CQqxc?ocid=socialshare…
2025-04-13T23:32:15.000Z,"Trading account update for the week of 4/11
Up and down market and tariff changes and misinformation had my head spinning but luckily my account scratched back about half of what it lost the previous week.

I closed 14 option trades for the week but only managed $933 in profit."
2025-04-13T23:48:31.000Z,Stock futures rise after a wild week as traders weigh surprise China tariff exemption - CNBC
2025-04-13T23:43:40.000Z,EU scientists really ok w this??
2025-04-13T23:57:15.000Z,"We’re an award winning pro audio company who make touchscreen consoles for artists like Snoop Dogg, Steve Aoki, Dolly Parton, and more. We’ve had to delay our May product launch to avoid what would be a million dollar tariff bill. It’s chaos every day. Employees are scared"
2025-04-13T23:47:41.000Z,"Executive branch approval falling fast and trending lower. Congress is part of the problem as it fails to assert constitutional authority to reclaim authority from failed tariff policy. Time Running out for 
@SenateGOP
 @SenateDems
 @HouseGOP
 @HouseDemocrats
 Act or all be swept out."
2025-04-13T23:43:07.000Z,"Americans are concerned about #tariff impact, latest #inflation stats no relief - ⁦
@investmentnews
⁩ cites new ⁦
@Primerica
⁩ #DATA"
2025-04-13T23:36:56.000Z,"Okay so hear me out, what does Rory winning the green jacket today do tomorrow to the stock market?  more tariff news or what? Lmao"
2025-04-13T23:56:27.000Z,"As someone who regularly listens to Chinese slop..

Dozens of factories have already shut down, Dozens more have tried moving to Vietnam which got hit with a tariff to prevent that, and hundreds of warehouses have been shown full of stock they couldn't sell due to the 45% tariff."
2025-04-13T23:47:31.000Z,"You can’t get into a tariff war with someone that controls the best propaganda machine in your country….

That’s not smart and it’s showing right now."
2025-04-13T23:58:44.000Z,Tariff chaos times tariff confusion times repeat equals the new normal in America. Alf Mabrook.
2025-04-13T23:50:48.000Z,"If/when the countries become tyrannical with internet censorship for example Canada banning X, starlink will come to the rescue in a show of liberty over censorious regimes. 

When the countries blow up their banking through trade and tariff wars, bitcoin will come to the rescue"
2025-04-13T23:45:44.000Z,OIL PRICES HELD STEADY AS THE US GRANTED A TARIFF REPRIEVE AND RESUMED HIGH-LEVEL TALKS WITH IRAN.
2025-04-13T23:51:13.000Z,"Tariff, Donald Trump has said, ‘is the most beautiful word in the dictionary’. He won’t be pleased to learn that it comes from Arabic. Ta‘rīf is a notification; ‘arrafa means to make known."
2025-04-13T23:32:08.000Z,Deciding on next week’s tariff….
2025-04-13T23:52:53.000Z,"When this rollercoaster tariff trade war gets settled at least the market already showed us ahead on what's going to PUMP the hardest

POSITION & accumulate them bags"
2025-04-13T23:41:20.000Z,"He’s just making it up as he goes along, isn’t he?

President Donald Trump has just issued a fiery statement about tariffs which is likely to confound an already puzzled business community even further.

Source: Mediaite
Shared via the Google app"
2025-04-13T23:50:58.000Z," My Aunt is in Beijing since the early 90’s

Everything in their house is produced in China or another Asian country, bar a few bits from home

Nothing in their house says Made in America!

This Tariff/Trade war will hurt average Americans fair worse the average Chinese person"
2025-04-13T23:53:45.000Z,not sure why futures are up up didn't he told the world like no tariff exception for anyone
2025-04-13T23:38:11.000Z,Haha tak mengejutkan pun kan tapi yang funny deme ni all out since isu tariff.
2025-04-13T23:56:19.000Z,'Nobody is getting off the hook' Trump says of tariffs
2025-04-13T23:33:57.000Z,"Tariffs May Make It Too Expensive to ‘Drill, Baby, Drill’
President Trump’s tariff polices have sent oil prices falling, which may push energy companies to reconsider their plans to drill."
2025-04-13T23:57:31.000Z,"fucking meat head 

don’t shop with the bitch ass company passing along the tariff to you

they choose to buy china junk and sell it to you for 500% profit"
2025-04-13T23:52:32.000Z,In all of this tariff stuff we’ve lost track that what really matters is defending Ukraine from Russian aggression  
2025-04-13T23:30:13.000Z,"Markets weekly outlook - Tariff rollercoaster continues, ECB rate decision and inflation data in focus https://marketpulse.com/news/a-week-ahead/markets-weekly-outlook-tariff-rollercoaster-continues-ecb-rate-decision-and-inflation-data-in-focus/… 
Perspectives hebdomadaires des marchés - Les montagnes russes tarifaires se poursuivent, la décision de la BCE sur les taux et les données d'inflation"
2025-04-13T23:58:04.000Z,"Between 2011 & 2023 China lost around 7.5 million jobs in labour intensive manufacturing (toys, cloths, etc.) while Vietnam & Indonesia added more than 5 million each. Trump tariff will mean further loses of such jobs in China 

 ""china shock"" 
@adam_tooze
 https://open.substack.com/pub/adamtooze/p/top-links-707-fiscal-progressivity?r=m21&utm_campaign=post&utm_medium=web&showWelcomeOnShare=false…"
2025-04-13T23:47:59.000Z,"Ina tariff war with the USA, China comes to Brazilfor a meeting with the Ministry of Agriculture Bilateral meeting between Minister Carlos Fávaroand representatives of Chinese agriculture will takeplace in Brasília,amid a seriesof other meetings with leaders ofBRICS. Apr 16 17"
2025-04-13T23:41:33.000Z,"It was clear that Musk panicked as Trump continued to hike the China tariff. He knew $TSLA could lose money from this. 

It's why Musk went apeshit a week ago, using Kimbal to refer to Trump as ""retarded"" (LEFT) & hurling insults at Navarro (RIGHT)."
2025-04-13T23:39:56.000Z,With Europe and other regions getting a PS5 price increase. It is almost 100% guaranteed that the PS5 price will increase in the US once the tariff situation is made more clear.
2025-04-13T23:39:39.000Z,Anonymous white house staffer here. I've been insider trading off of tariff plans for about a week now. I'm five million dollars in the hole on short selling because Trump keeps changing his mind
2025-04-13T23:43:04.000Z,"smart money found another angle on $OM - buying locked tokens at 50-60% discount with 6-12 month lockups and hedging with perp shorts. when i run the numbers, this creates essentially risk-free yield despite the recent 80% tariff news.

neutrl labs is apparently building these"
2025-04-13T23:51:10.000Z,Trump says there will be NO tariff exemptions in dramatic reversal that'll hit Americans hard | Daily Mail Online
2025-04-13T23:56:57.000Z,"【XAUUSD Market Forecast】
Gold rose 2% to a record $3,245 as safe-haven demand grew on US-China tariff fears and inflation worries. A weaker USD and risk-off mood added support. Key levels: $3,300 resistance, $3,100 support. Next week’s focus: Fed speeches and China trade data."
2025-04-13T23:47:25.000Z,Trump’s China tariff shocks US importers. One CEO calls it ‘end of days’
2025-04-13T23:59:52.000Z,"Japan doesn't use tariffs to keep American cars out; they've been tariff-free since 1978. Instead, market preferences dominate—Japanese buyers favor compact, fuel-efficient, right-hand drive vehicles, unlike the larger cars U.S. makers typically produce. Strict safety and"
2025-04-13T23:40:59.000Z,"US stock futures gained as investors parsed the back-and-forth from the Trump administration on reciprocal tariff exemptions for phones, computers and popular consumer electronics"
2025-04-13T23:36:44.000Z,"it doesn't matter if trump back-tracked their tariff ""exemptions"", as a different lower alt tariff bracket is still bullish. i still see at least a majority of the MAG 7 that were impacted ripping coming Monday. 

$AAPL $ROOT $TSLA $HIMS $GME $AMD $AMC $HOOD $NVDA $PLTR $AMZN $F"
2025-04-13T23:52:25.000Z,Trump does have a tariff strategy. Bring $7.25/hour manufacturing jobs to America so the corps can have healthy profits. So easy to see!
2025-04-13T23:50:45.000Z,china in crisis door de tariff war
2025-04-13T23:30:12.000Z,"Amid a tumultuous week in the markets, the outlook on President Trump's trade and tariff policy hinges not just on what Americans think will happen, but when."
2025-04-13T23:45:19.000Z,Are people selling coins for cheap on the swing low before trad open post tariff exclusion?
2025-04-13T23:34:21.000Z,"Politico reporter 
@MyahWard
 and Reuters correspondent 
@jeffmason1
 join 
@AlexWitt
 to discuss mixed messaging from the Trump administration on tariffs and Democratic calls to investigate potential insider trading within the White House.

https://msnbc.com/weekends-with-alex-witt/watch/is-trump-himself-driving-the-whiplash-around-tariff-policy-reversals-237272645517…"
2025-04-13T23:57:40.000Z,Its a worry.
2025-04-13T23:49:58.000Z,Tariff war bout to expose who really cares about quality and whos brand glazing
2025-04-13T23:44:46.000Z,Trump team tries to project confidence and calm after his tariff moves rattled markets. -Associated Press
2025-04-13T23:36:41.000Z,Better to not watch futures tonight and wait for morning - i am sure there will be some more news and updates on tariff..
2025-04-13T23:53:07.000Z,Column: The tariff crisis isn’t over despite Trump’s ‘pause’
2025-04-13T23:43:14.000Z,"It's amazing to me how tariff doomers are still losing their minds because the little plastic toy, ultimately destined for a landfill in three months, is about to cost 75 cents more. It's almost like we might stop the wasteful spending on glow-in-the-dark back scratchers and"
2025-04-13T23:33:54.000Z,"Nasdaq set to lead Dow, S&P 500 higher on tech tariff pause amid mixed signals | MarketWatch"
2025-04-13T23:39:35.000Z,"Top onchain trends from the past week:

$Refi → Defi  - Retarded meme trend
$Unclesam and $Bang → China/us tariff wars
$pppp → random retarded meme
$MUTUMBO  → a reply from ansem
$Remus → Global article type of meme
$NO → meme generated by ChatGPT 
$DB - random image tweet"
2025-04-13T23:31:15.000Z,"Nasdaq set to lead Dow, S&P 500 higher on tech tariff pause amid mixed signals"
2025-04-13T23:50:58.000Z,"“Once the tariff situation is more clear”

Good one, Genki "
